"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
17,"Grand Theft Auto V","PS3","2013","Action","Take-Two Interactive",7.01,9.27,0.97,4.14,21.4
35,"Call of Duty: Black Ops II","PS3","2012","Shooter","Activision",4.99,5.88,0.65,2.52,14.03
38,"Call of Duty: Modern Warfare 3","PS3","2011","Shooter","Activision",5.54,5.82,0.49,1.62,13.46
41,"Call of Duty: Black Ops","PS3","2010","Shooter","Activision",5.98,4.44,0.48,1.83,12.73
55,"Gran Turismo 5","PS3","2010","Racing","Sony Computer Entertainment",2.96,4.88,0.81,2.12,10.77
56,"Call of Duty: Modern Warfare 2","PS3","2009","Shooter","Activision",4.99,3.69,0.38,1.63,10.69
57,"Grand Theft Auto IV","PS3","2008","Action","Take-Two Interactive",4.76,3.76,0.44,1.62,10.57
68,"Call of Duty: Ghosts","PS3","2013","Shooter","Activision",4.09,3.73,0.38,1.38,9.59
83,"FIFA Soccer 13","PS3","2012","Action","Electronic Arts",1.06,5.05,0.13,2.01,8.24
104,"Battlefield 3","PS3","2011","Shooter","Electronic Arts",2.85,2.93,0.35,1.1,7.23
113,"FIFA 14","PS3","2013","Sports","Electronic Arts",0.78,4.32,0.07,1.73,6.9
116,"Uncharted 3: Drake's Deception","PS3","2011","Action","Sony Computer Entertainment",2.77,2.8,0.19,1.06,6.83
120,"Uncharted 2: Among Thieves","PS3","2009","Action","Sony Computer Entertainment",3.27,2.25,0.21,1,6.73
121,"Call of Duty 4: Modern Warfare","PS3","2007","Shooter","Activision",3.1,2.3,0.28,1.04,6.72
122,"FIFA 12","PS3","2011","Sports","Electronic Arts",0.84,4.32,0.11,1.42,6.69
124,"Red Dead Redemption","PS3","2010","Action","Take-Two Interactive",2.79,2.61,0.17,1.03,6.6
127,"The Elder Scrolls V: Skyrim","PS3","2011","Role-Playing","Bethesda Softworks",2.55,2.71,0.25,1.05,6.56
129,"Assassin's Creed III","PS3","2012","Action","Ubisoft",2.64,2.56,0.16,1.14,6.5
145,"Metal Gear Solid 4: Guns of the Patriots","PS3","2008","Action","Konami Digital Entertainment",2.63,1.74,0.83,0.83,6.03
147,"The Last of Us","PS3","2013","Action","Sony Computer Entertainment Europe",2.41,2.28,0.28,1.01,5.99
149,"LittleBigPlanet","PS3","2008","Platform","Sony Computer Entertainment",2.8,2.05,0.17,0.9,5.92
157,"Assassin's Creed II","PS3","2009","Action","Ubisoft",2.54,1.95,0.21,0.87,5.57
160,"Batman: Arkham City","PS3","2011","Action","Warner Bros. Interactive Entertainment",2.7,1.91,0.11,0.8,5.53
167,"Call of Duty: World at War","PS3","2008","Shooter","Activision",2.72,1.87,0,0.84,5.43
169,"Minecraft","PS3","2014","Misc","Sony Computer Entertainment",1.97,2.51,0,0.94,5.42
170,"Final Fantasy XIII","PS3","2009","Role-Playing","Square Enix",1.74,1.24,1.87,0.52,5.36
197,"Resident Evil 5","PS3","2009","Action","Capcom",1.96,1.43,1.08,0.65,5.11
200,"FIFA Soccer 11","PS3","2010","Sports","Electronic Arts",0.6,3.29,0.06,1.13,5.08
211,"Uncharted: Drake's Fortune","PS3","2007","Action","Sony Computer Entertainment",2.31,1.73,0.12,0.78,4.94
217,"God of War III","PS3","2010","Action","Sony Computer Entertainment",2.74,1.36,0.12,0.63,4.84
219,"Assassin's Creed","PS3","2007","Adventure","Ubisoft",1.91,2,0.09,0.83,4.83
220,"FIFA 15","PS3","2014","Sports","Electronic Arts",0.57,3.14,0.04,1.07,4.82
245,"Call of Duty: Advanced Warfare","PS3","2014","Shooter","Activision",1.54,1.94,0.19,0.77,4.45
254,"Resistance: Fall of Man","PS3","2006","Shooter","Sony Computer Entertainment",1.73,1.73,0.14,0.75,4.35
263,"Batman: Arkham Asylum","PS3","2009","Action","Eidos Interactive",2.23,1.34,0.07,0.61,4.25
264,"Assassin's Creed: Revelations","PS3","2011","Action","Ubisoft",1.41,2.02,0.1,0.72,4.24
273,"Gran Turismo 5 Prologue","PS3","2007","Racing","Sony Computer Entertainment",1.28,1.83,0.57,0.53,4.2
275,"Street Fighter IV","PS3","2009","Fighting","Capcom",2.02,1.06,0.58,0.53,4.19
300,"Fallout 3","PS3","2008","Role-Playing","Bethesda Softworks",2.15,1.2,0.07,0.59,4.01
308,"Assassin's Creed IV: Black Flag","PS3","2013","Action","Ubisoft",1.33,1.71,0.13,0.73,3.89
310,"MotorStorm","PS3","2006","Racing","Sony Computer Entertainment",1.53,1.61,0.06,0.67,3.88
314,"Sports Champions","PS3","2010","Sports","Sony Computer Entertainment",2.12,1.14,0.1,0.51,3.87
337,"Battlefield 4","PS3","2013","Shooter","Electronic Arts",1.3,1.51,0.27,0.61,3.69
345,"Gran Turismo 6","PS3","2013","Racing","Sony Computer Entertainment",0.71,1.8,0.4,0.74,3.64
348,"FIFA Soccer 10","PS3","2009","Sports","Electronic Arts",0.6,2.46,0.05,0.52,3.63
383,"Far Cry 3","PS3","2012","Shooter","Ubisoft",0.88,1.75,0.1,0.72,3.45
388,"LittleBigPlanet 2","PS3","2011","Platform","Sony Computer Entertainment",1.82,1.07,0.06,0.47,3.42
